1921	0
1921	28
1921	44
1921	6
1921	-17
1921	-122
1921	-61
1921	-6
1921	-28
1921	0
1921	33
1921	11
1921	39
1921	50
1921	22
1921	22
1921	50
1921	17
1921	-6
1921	72
1921	28
1921	50
1921	22
1921	11
1921	11
1921	50
1921	0
1921	22
1921	39
1921	44
1921	28
1921	28
1921	11
1921	-6
1921	33
1921	-78
1921	-28
1921	6
1921	-50
1921	-44
1921	-11
1921	-67
1921	-56
1921	-6
1921	-28
1921	-17
1921	6
1921	-50
1921	-22
1921	17
1921	-56
1921	-22
1921	11
1921	-6
1921	17
1921	22
1921	6
1921	56
1921	39
1921	0
1921	17
1921	39
1921	6
1921	22
1921	39
1921	17
1921	17
1921	67
1921	33
1921	39
1921	78
1921	50
1921	78
1921	89
1921	72
1921	78
1921	111
1921	17
1921	44
1921	89
1921	-6
1921	50
1921	122
1921	50
1921	72
1921	100
1921	44
1921	56
1921	106
1921	-6
1921	-22
1921	33
1921	17
1921	22
1921	50
1921	50
1921	94
1921	89
1921	61
1921	78
1921	67
1921	50
1921	78
1921	117
1921	83
1921	72
1921	133
1921	106
1921	133
1921	133
1921	122
1921	117
1921	111
1921	33
1921	94
1921	133
1921	67
1921	106
1921	106
1921	83
1921	83
1921	111
1921	44
1921	28
1921	106
1921	56
1921	72
1921	128
1921	94
1921	94
1921	106
1921	56
1921	72
1921	94
1921	67
1921	83
1921	89
1921	72
1921	83
1921	94
1921	50
1921	78
1921	111
1921	106
1921	78
1921	122
1921	22
1921	44
1921	139
1921	72
1921	72
1921	111
1921	83
1921	117
1921	167
1921	111
1921	117
1921	178
1921	128
1921	150
1921	172
1921	128
1921	128
1921	139
1921	72
1921	106
1921	133
1921	44
1921	56
1921	106
1921	83
1921	128
1921	167
1921	111
1921	78
1921	144
1921	89
1921	117
1921	172
1921	78
1921	61
1921	133
1921	117
1921	128
1921	167
1921	133
1921	117
1921	178
1921	167
1921	183
1921	222
1921	167
1921	194
1921	217
1921	133
1921	139
1921	183
1921	128
1921	133
1921	167
1921	117
1921	133
1921	144
1921	106
1921	106
1921	128
1921	100
1921	144
1921	150
1921	144
1921	128
1921	133
1921	122
1921	122
1921	139
1921	122
1921	133
1921	167
1921	128
1921	100
1921	156
1921	139
1921	117
1921	167
1921	122
1921	122
1921	133
1921	128
1921	128
1921	156
1921	94
1921	122
1921	144
1921	94
1921	94
1921	100
1921	94
1921	117
1921	139
1921	122
1921	139
1921	189
1921	117
1921	128
1921	167
1921	106
1921	133
1921	167
1921	106
1921	128
1921	206
1921	144
1921	150
1921	183
1921	144
1921	161
1921	200
1921	150
1921	144
1921	167
1921	133
1921	117
1921	161
1921	128
1921	150
1921	178
1921	133
1921	144
1921	183
1921	122
1921	100
1921	128
1921	94
1921	122
1921	172
1921	94
1921	94
1921	117
1921	83
1921	78
1921	111
1921	94
1921	111
1921	117
1921	78
1921	72
1921	94
1921	89
1921	106
1921	89
1921	67
1921	94
1921	133
1921	117
1921	122
1921	144
1921	117
1921	128
1921	156
1921	117
1921	139
1921	194
1921	150
1921	150
1921	150
1921	94
1921	117
1921	111
1921	83
1921	89
1921	139
1921	111
1921	117
1921	111
1921	100
1921	117
1921	167
1921	122
1921	156
1921	194
1921	122
1921	178
1921	228
1921	172
1921	150
1921	172
1921	100
1921	117
1921	128
1921	94
1921	117
1921	189
1921	122
1921	144
1921	156
1921	117
1921	128
1921	122
1921	117
1921	117
1921	167
1921	150
1921	156
1921	172
1921	128
1921	122
1921	122
1921	83
1921	128
1921	117
1921	156
1921	150
1921	156
1921	133
1921	128
1921	128
1921	78
1921	111
1921	156
1921	128
1921	122
1921	167
1921	172
1921	183
1921	206
1921	133
1921	117
1921	150
1921	94
1921	156
1921	83
1921	122
1921	167
1921	128
1921	150
1921	189
1921	133
1921	133
1921	133
1921	128
1921	117
1921	189
1921	139
1921	150
1921	172
1921	156
1921	128
1921	156
1921	133
1921	144
1921	167
1921	106
1921	117
1921	133
1921	100
1921	128
1921	133
1921	83
1921	78
1921	44
1921	50
1921	94
1921	61
1921	83
1921	100
1921	72
1921	94
1921	128
1921	106
1921	133
1921	167
1921	122
1921	133
1921	189
1921	133
1921	150
1921	156
1921	100
1921	89
1921	167
1921	144
1921	172
1921	217
1921	172
1921	200
1921	233
1921	161
1921	178
1921	217
1921	161
1921	167
1921	89
1921	89
1921	117
1921	78
1921	50
1921	94
1921	50
1921	56
1921	94
1921	89
1921	72
1921	94
1921	72
1921	50
1921	144
1921	122
1921	100
1921	122
1921	83
1921	83
1921	117
1921	94
1921	111
1921	167
1921	94
1921	61
1921	100
1921	67
1921	100
1921	122
1921	94
1921	89
1921	106
1921	78
1921	50
1921	78
1921	56
1921	61
1921	72
1921	50
1921	56
1921	78
1921	0
1921	44
1921	67
1921	44
1921	56
1921	67
1921	17
1921	6
1921	39
1921	44
1921	61
1921	39
1921	17
1921	22
1921	78
1921	33
1921	33
1921	83
1921	50
1921	28
1921	94
1921	33
1921	28
1921	67
1921	-11
1921	0
1921	-6
1921	-22
1921	17
1921	44
1921	6
1921	44
1921	61
1921	17
1921	11
1921	44
1921	33
1921	56
1921	56
1921	-11
1921	0
1921	33
1921	50
1921	56
1921	167
1921	67
1921	67
1921	167
1921	72
1921	39
1921	161
1921	56
1921	28
1921	122
1921	39
1921	17
1921	83
1921	28
1921	39
1921	78
1921	22
1921	17
1921	33
1921	-6
1921	-17
1921	56
1921	33
1921	22
1921	0
1921	-17
1921	17
1921	50
1921	-6
1921	-6
1921	28
1921	-22
1921	-6
1921	11
1921	6
1921	0
1921	44
1921	-22
1921	-17
1921	50
1921	-28
1921	6
1921	44
1921	6
1921	6
1921	33
1921	-28
1921	-28
1921	17
1921	28
1921	44
1921	56
1921	33
1921	67
1921	89
1921	22
1921	-17
1921	44
1921	39
1921	6
1921	22
1921	-17
1921	-11
1921	44
1921	-33
1921	-11
1921	22
1921	11
1921	28
1921	44
1921	22
1921	44
1921	61
1921	44
1921	22
1921	11
1921	-33
1921	-128
1921	17
1921	-117
1921	-50
1921	-11
1921	-61
1921	-28
1921	0
1921	-17
1921	-50
1921	0
1921	-11
1921	-22
1921	-22
1921	-156
1921	-106
1921	39
1921	-139
1921	-28
1921	28
1921	-22
1921	22
1921	28
1921	0
1921	0
1921	22
1921	-106
1921	-89
1921	17
1921	-17
1921	-17
1921	-6
1921	-33
1921	-22
1921	-17
1921	-44
1921	-17
1921	6
1921	-6
1921	0
1921	33
1921	-117
1921	17
1921	44
1921	6
1921	6
1921	22
1921	-17
1921	-22
1921	0
1921	-17
1921	-11
1921	0
1921	-11
1921	-33
1921	0
1921	-11
1921	6
1921	50
1921	-72
1921	28
1921	11
1921	11
1921	-11
1921	-17
1921	-56
1921	-50
1921	-50
1921	-94
1921	-111
1921	-128
1921	-333
1921	-244
1921	-83
1921	-144
1921	-111
1921	-100
1921	-378
1921	-261
1921	-83
1921	-94
1921	-61
1921	-83
1921	-100
1921	-106
1921	-128
1921	-306
1921	-222
1921	-117
1921	-250
1921	-72
1921	6
1921	-33
1921	-33
1921	-28
1921	-78
1921	-78
1921	-78
1921	-128
1921	-33
1921	-28
1921	-67
1921	-72
1921	-28
1921	-50
1921	-50
1921	-39
1921	-56
1921	-56
1921	-56
1921	-150
1921	-72
1921	6
1921	-39
1921	6
1921	44
1921	11
1921	0
1921	28
1921	-6
1921	-22
1921	-50
1921	-89
1921	-156
1921	-89
1921	-178
1921	-161
1921	-133
1921	-228
1921	-172
1921	-194
1921	-356
1921	-228
1921	-106
1921	-150
1921	-178
1921	-194
1921	-417
1921	-339
1921	-194
1921	-189
1921	-172
1921	-178
1921	-250
1921	-300
1921	-128
1921	-133
1921	-94
1921	-83
1921	-161
1921	-67
1921	-56
1921	-56
1921	-72
1921	-161
1921	-89
1921	-111
1921	-122
1921	-122
1921	-122
1921	-106
1921	-189
1921	-67
1921	-117
1921	-139
1921	-156
1921	-94
1921	-128
1921	-161
1921	-172
1921	-178
1921	-300
1921	-222
1921	-250
1921	-283
1921	-200
1921	-278
1921	-339
1921	-278
1921	-244
1921	-161
1921	-178
1921	-206
1921	-144
1921	-122
1921	-128
1921	-139
1921	-150
1921	-172
1921	-222
1921	-256
1921	-333
1921	-217
1921	-178
1921	-150
1921	-167
1921	-311
1921	-378
1921	-328
1921	-239
1921	-289
1921	-228
1921	-106
1921	-289
1921	-417
1921	-339
1921	-322
1921	-278
1921	-250
1921	-294
1921	-272
1921	-117
1921	-67
1921	-50
1921	-56
1921	-56
1921	-33
1921	-61
1921	-61
1921	-33
1921	-17
1921	-6
1921	-17
1921	-6
1921	0
1921	6
1921	-39
1921	-106
1921	-194
1921	-167
1921	-133
1921	-161
1921	-156
1921	-144
1921	-133
1921	-167
1921	-150
1921	-278
1921	-300
1921	-344
1921	-339
1921	-272
1921	-211
1921	-150
1921	-128
1921	-144
1921	-189
1921	-211
1921	-200
1921	-200
1921	-61
1921	-100
1921	-33
1921	-11
1921	-17
1921	-61
1921	-89
1921	-111
1921	-111
1921	-117
1921	-128
1921	-122
1921	-217
1921	-256
1921	-328
1921	-267
1921	-211
1921	-222
1921	-278
1921	-256
1921	-256
1921	-311
1921	-244
1921	-22
1921	0
1921	11
1921	-22
1921	-6
1921	-22
1921	-22
1921	-6
1921	-28
1921	-6
1921	17
1921	17
1921	28
1921	22
1921	11
1921	-22
1921	-28
1921	-72
1921	-83
1921	-33
1921	-39
1921	-22
1921	-22
1921	-6
1921	11
1921	0
1921	11
1921	-6
1921	-6
1921	-6
1921	17
1921	28
1921	22
1921	22
1921	0
1921	-22
1921	-17
1921	-17
1921	-17
1921	-6
1921	-6
1921	6
1921	11
1921	22
1921	6
1921	17
1921	11
1921	11
1921	17
1921	17
1921	17
1921	17
1921	17
1921	11
1921	17
1921	11
1921	17
1921	11
1921	11
1921	6
1921	6
1921	17
1921	0
1921	-6
1921	-33
1921	-33
1921	-28
1921	-17
1921	-6
1921	-6
1921	0
1921	11
1921	0
1921	-6
1921	0
1921	11
1921	11
1921	-17
1921	-11
1921	0
1921	-6
1921	-17
1921	6
1921	11
1921	-44
1921	-6
1921	17
1921	22
1921	-17
1921	-22
1921	-44
1921	-33
1921	-106
1921	-83
1921	-17
1921	-28
1921	-22
1921	-44
1921	-67
1921	-33
1921	-22
1921	-28
1921	-11
1921	17
1921	17
1921	11
1921	11
1921	33
1921	22
1921	28
1921	17
1921	17
1921	28
1921	17
1921	17
1921	17
1921	6
1921	6
1921	11
1921	-28
1921	22
1921	11
1921	0
1921	-22
1921	-11
1921	-6
1921	-11
1921	-11
1921	6
1921	11
1921	17
1921	11
1921	11
1921	11
1921	11
1921	17
1921	17
1921	22
1921	11
1921	22
1921	6
1921	33
1921	22
1921	28
1921	22
1921	11
1921	6
1921	-6
1921	17
1921	6
1921	11
1921	33
1921	28
1921	11
1921	-17
1921	-6
1921	-39
1921	-11
1921	-56
1921	-28
1921	-11
1921	-39
1921	-28
1921	-28
1921	0
1921	-11
1921	-6
1921	-6
1921	0
1921	-67
1921	0
1921	-22
1921	-28
1921	0
1921	6
1921	-11
1921	-6
1921	-22
1921	28
1921	44
1921	72
1921	78
1921	56
1921	17
1921	-67
1921	0
1921	-6
1921	17
1921	50
1921	-6
1921	39
1921	56
1921	67
1921	67
1921	61
1921	-17
1921	17
1921	67
1921	39
1921	28
1921	22
1921	-28
1921	0
1921	17
1921	11
1921	22
1921	39
1921	-28
1921	28
1921	61
1921	44
1921	61
1921	94
1921	67
1921	28
1921	128
1921	94
1921	117
1921	128
1921	94
1921	111
1921	94
1921	72
1921	17
1921	100
1921	106
1921	89
1921	117
1921	78
1921	67
1921	78
1921	61
1921	72
1921	94
1921	83
1921	33
1921	122
1921	94
1921	89
1921	89
1921	22
1921	56
1921	89
1921	94
1921	89
1921	111
1921	6
1921	56
1921	128
1921	72
1921	44
1921	106
1921	94
1921	94
1921	111
1921	83
1921	100
1921	111
1921	44
1921	11
1921	89
1921	39
1921	56
1921	61
1921	33
1921	100
1921	106
1921	89
1921	61
1921	117
1921	83
1921	100
1921	78
1921	67
1921	11
1921	89
1921	61
1921	78
1921	106
1921	72
1921	122
1921	128
1921	89
1921	94
1921	100
1921	44
1921	50
1921	89
1921	67
1921	72
1921	100
1921	78
1921	89
1921	106
1921	89
1921	117
1921	150
1921	139
1921	117
1921	139
1921	94
1921	111
1921	128
1921	94
1921	106
1921	139
1921	67
1921	44
1921	111
1921	72
1921	50
1921	111
1921	67
1921	67
1921	89
1921	78
1921	83
1921	117
1921	106
1921	100
1921	111
1921	100
1921	111
1921	117
1921	89
1921	78
1921	139
1921	106
1921	122
1921	144
1921	117
1921	117
1921	144
1921	144
1921	133
1921	178
1921	133
1921	139
1921	161
1921	133
1921	139
1921	172
1921	128
1921	100
1921	156
1921	111
1921	122
1921	139
1921	78
1921	111
1921	150
1921	117
1921	111
1921	122
1921	94
1921	83
1921	128
1921	133
1921	117
1921	144
1921	72
1921	44
1921	111
1921	94
1921	89
1921	89
1921	89
1921	122
1921	144
1921	150
1921	128
1921	156
1921	111
1921	128
1921	128
1921	122
1921	133
1921	150
1921	106
1921	128
1921	161
1921	161
1921	150
1921	178
1921	156
1921	144
1921	183
1921	150
1921	117
1921	200
1921	144
1921	133
1921	200
1921	150
1921	150
1921	172
1921	150
1921	139
1921	178
1921	139
1921	100
1921	178
1921	117
1921	94
1921	172
1921	139
1921	128
1921	144
1921	139
1921	133
1921	161
1921	144
1921	139
1921	156
1921	150
1921	194
1921	189
1921	167
1921	183
1921	172
1921	161
1921	150
1921	161
1921	139
1921	128
1921	178
1921	128
1921	122
1921	161
1921	128
1921	106
1921	111
1921	100
1921	106
1921	111
1921	106
1921	106
1921	156
1921	139
1921	150
1921	156
1921	150
1921	150
1921	178
1921	133
1921	156
1921	200
1921	189
1921	161
1921	228
1921	178
1921	156
1921	178
1921	150
1921	144
1921	167
1921	150
1921	144
1921	156
1921	122
1921	139
1921	172
1921	156
1921	161
1921	183
1921	150
1921	122
1921	183
1921	133
1921	150
1921	178
1921	150
1921	139
1921	172
1921	144
1921	144
1921	150
1921	122
1921	117
1921	161
1921	128
1921	122
1921	133
1921	133
1921	133
1921	200
1921	156
1921	133
1921	139
1921	139
1921	106
1921	161
1921	122
1921	122
1921	206
1921	128
1921	100
1921	178
1921	133
1921	100
1921	156
1921	133
1921	128
1921	167
1921	133
1921	94
1921	156
1921	133
1921	100
1921	100
1921	100
1921	122
1921	144
1921	100
1921	122
1921	144
1921	94
1921	133
1921	172
1921	161
1921	122
1921	206
1921	144
1921	128
1921	161
1921	139
1921	156
1921	183
1921	144
1921	106
1921	167
1921	139
1921	100
1921	133
1921	122
1921	89
1921	100
1921	133
1921	122
1921	128
1921	144
1921	122
1921	178
1921	156
1921	117
1921	167
1921	150
1921	111
1921	139
1921	128
1921	111
1921	139
1921	89
1921	100
1921	122
1921	117
1921	94
1921	128
1921	117
1921	94
1921	122
1921	122
1921	161
1921	194
1921	144
1921	94
1921	156
1921	122
1921	133
1921	183
1921	144
1921	111
1921	167
1921	128
1921	94
1921	133
1921	89
1921	106
1921	122
1921	106
1921	106
1921	111
1921	94
1921	100
1921	117
1921	111
1921	128
1921	100
1921	128
1921	117
1921	144
1921	122
1921	72
1921	128
1921	100
1921	100
1921	122
1921	139
1921	94
1921	150
1921	117
1921	72
1921	94
1921	117
1921	117
1921	144
1921	128
1921	117
1921	139
1921	128
1921	122
1921	156
1921	156
1921	133
1921	178
1921	150
1921	100
1921	178
1921	144
1921	128
1921	161
1921	128
1921	83
1921	100
1921	94
1921	83
1921	100
1921	111
1921	133
1921	183
1921	144
1921	122
1921	189
1921	144
1921	144
1921	211
1921	183
1921	139
1921	206
1921	139
1921	128
1921	161
1921	133
1921	111
1921	139
1921	128
1921	117
1921	172
1921	133
1921	117
1921	156
1921	144
1921	144
1921	156
1921	150
1921	122
1921	183
1921	139
1921	117
1921	144
1921	111
1921	100
1921	122
1921	117
1921	61
1921	133
1921	133
1921	106
1921	150
1921	122
1921	72
1921	144
1921	111
1921	100
1921	144
1921	133
1921	122
1921	144
1921	122
1921	83
1921	139
1921	106
1921	56
1921	161
1921	111
1921	72
1921	117
1921	100
1921	100
1921	156
1921	111
1921	83
1921	117
1921	89
1921	83
1921	122
1921	111
1921	67
1921	117
1921	78
1921	61
1921	106
1921	56
1921	78
1921	156
1921	106
1921	83
1921	117
1921	100
1921	72
1921	106
1921	72
1921	61
1921	94
1921	56
1921	33
1921	89
1921	61
1921	44
1921	94
1921	61
1921	17
1921	83
1921	44
1921	-6
1921	33
1921	33
1921	50
1921	94
1921	72
1921	67
1921	150
1921	78
1921	33
1921	128
1921	72
1921	44
1921	83
1921	67
1921	94
1921	194
1921	111
1921	117
1921	156
1921	133
1921	94
1921	211
1921	128
1921	100
1921	183
1921	100
1921	106
1921	172
1921	106
1921	67
1921	111
1921	50
1921	44
1921	78
1921	44
1921	33
1921	89
1921	33
1921	39
1921	67
1921	44
1921	39
1921	39
1921	28
1921	22
1921	28
1921	28
1921	33
1921	67
1921	39
1921	33
1921	39
1921	39
1921	11
1921	33
1921	33
1921	28
1921	44
1921	17
1921	44
1921	56
1921	50
1921	61
1921	111
1921	44
1921	50
1921	83
1921	44
1921	50
1921	83
1921	33
1921	6
1921	94
1921	17
1921	0
1921	100
1921	22
1921	28
1921	67
1921	28
1921	22
1921	61
1921	17
1921	6
1921	22
1921	11
1921	39
1921	56
1921	28
1921	50
1921	67
1921	44
1921	39
1921	67
1921	28
1921	-22
1921	50
1921	17
1921	17
1921	39
1921	28
1921	39
1921	56
1921	39
1921	44
1921	28
1921	11
1921	22
1921	11
1921	17
1921	28
1921	17
1921	28
1921	11
1921	67
1921	-17
1921	44
1921	122
1921	78
1921	61
1921	72
1921	61
1921	50
1921	94
1921	22
1921	67
1921	44
1921	22
1921	17
1921	72
1921	17
1921	28
1921	28
1921	22
1921	28
1921	39
1921	33
1921	6
1921	22
1921	11
1921	56
1921	50
1921	33
1921	33
1921	56
1921	22
1921	28
1921	67
1921	28
1921	22
1921	50
1921	17
1921	17
1921	56
1921	0
1921	11
1921	44
1921	11
1921	22
1921	44
1921	28
1921	33
1921	72
1921	28
1921	22
1921	28
1921	0
1921	-6
1921	0
1921	-50
1921	-28
1921	0
1921	-44
1921	-28
1921	-6
1921	-33
1921	0
1921	28
1921	17
1921	22
1921	11
1921	11
1921	0
1921	17
1921	-6
1921	28
1921	33
1921	28
1921	28
1921	50
1921	0
1921	17
1921	44
1921	17
1921	28
1921	22
1921	-11
1921	-6
1921	0
1921	-6
1921	-11
1921	17
1921	-11
1921	6
1921	22
1921	-17
1921	0
1921	-22
1921	-22
1921	-6
1921	28
1921	-78
1921	-44
1921	44
1921	-56
1921	22
1921	11
1921	-39
1921	-44
1921	22
1921	-50
1921	-61
1921	-50
1921	-50
1921	-22
1921	-11
1921	-17
1921	-50
1921	-50
1921	-56
1921	-150
1921	-72
1921	-83
1921	-83
1921	-50
1921	6
1921	22
1921	33
1921	6
1921	-33
1921	-6
1921	-11
1921	17
1921	17
1921	-11
1921	-6
1921	11
1921	-28
1921	-28
1921	6
1921	-11
1921	-22
1921	-22
1921	-44
1921	-83
1921	0
1921	-72
1921	-6
1921	-6
1921	-17
1921	-17
1921	-11
1921	-17
1921	-22
1921	-28
1921	-33
1921	-50
1921	-28
1921	-44
1921	-56
1921	-28
1921	-44
1921	-61
1921	-56
1921	-67
1921	-22
1921	6
1921	-11
1921	22
1921	11
1921	-94
1921	-67
1921	-22
1921	0
1921	-11
1921	-39
1921	-94
1921	-67
1921	-61
1921	-39
1921	-22
1921	-39
1921	-44
1921	-28
1921	-11
1921	-39
1921	-39
1921	-33
1921	-61
1921	-56
1921	-33
1921	-33
1921	6
1921	11
1921	39
1921	6
1921	0
1921	11
1921	28
1921	17
1921	-6
1921	6
1921	0
1921	11
1921	17
1921	17
1921	6
1921	22
1921	17
1921	22
1921	22
1921	6
1921	-17
1921	-50
1921	-6
1921	-33
1921	-50
1921	-44
1921	-28
1921	-17
1921	-11
1921	-28
1921	-78
1921	-72
1921	-56
1921	-28
1921	-6
1921	0
1921	0
1921	6
1921	6
1921	11
1921	28
1921	28
1921	33
1921	33
1921	17
1921	33
1921	50
1921	44
1921	28
1921	22
1921	17
1921	0
1921	6
1921	33
1921	22
1921	-17
1921	-22
1921	-17
1921	11
1921	17
1921	22
1921	0
1921	-11
1921	-33
1921	-39
1921	-33
1921	-67
1921	-61
1921	-61
1921	-50
1921	-61
1921	-61
1921	-56
1921	-56
1921	-28
1921	6
1921	6
1921	11
1921	-6
1921	-11
1921	-50
1921	-100
1921	-117
1921	-72
1921	-111
1921	-94
1921	-100
1921	-67
1921	-44
1921	-50
1921	-78
1921	-72
1921	-72
1921	-67
1921	-61
1921	-44
1921	-67
1921	-83
1921	-83
1921	-67
1921	-78
1921	-72
1921	-78
1921	-72
1921	-72
1921	-78
1921	-67
1921	-50
1921	-17
1921	-6
1921	6
1921	-28
1921	-17
1921	6
1921	11
1921	17
1921	11
1921	6
1921	11
1921	17
1921	11
1921	17
1921	22
1921	11
1921	17
1921	6
1921	-17
1921	-44
1921	-72
1921	-150
1921	-156
1921	-189
1921	-200
1921	-161
1921	-178
1921	-144
1921	-83
1921	-11
1921	-6
1921	0
1921	-6
1921	0
1921	6
1921	-6
1921	0
1921	11
1921	11
1921	-6
1921	6
1921	-17
1921	-139
1921	-100
1921	-67
1921	-33
1921	-50
1921	-83
1921	-83
1921	-106
1921	-133
1921	-150
1921	-122
1921	-122
1921	-100
1921	-106
1921	-161
1921	-133
1921	-83
1921	-122
1921	-111
1921	-44
1921	-22
1921	-33
1921	-44
1921	-33
1921	28
1921	33
1921	17
1921	6
1921	-6
1921	-33
1921	-94
1921	-139
1921	-189
1921	-178
1921	-144
1921	-167
1921	-106
1921	-94
1921	-89
1921	-83
1921	-78
1921	-61
1921	-56
1921	-50
1921	-56
1921	-50
1921	-39
1921	-33
1921	-28
1921	-33
1921	-50
1921	-33
1921	-22
1921	-44
1921	-33
1921	-22
1921	-39
1921	-39
1921	-33
1921	-39
1921	-39
1921	-50
1921	-83
1921	-61
1921	-17
1921	-44
1921	17
1921	17
1921	-22
1921	-28
1921	-50
1921	-61
1921	-139
1921	-100
1921	-156
1921	-117
1921	-106
1921	-83
1921	-83
1921	-100
1921	-183
1921	-106
1921	-56
1921	-56
1921	-56
1921	-83
1921	-156
1921	-83
1921	-50
1921	-111
1921	-56
1921	-28
1921	-28
1921	-33
1921	-17
1921	-22
1921	17
1921	44
1921	28
1921	-33
1921	-39
1921	-106
1921	-72
1921	-39
1921	-39
1921	-28
1921	11
1921	-17
1921	-22
1921	-11
1921	-22
1921	-6
1921	-6
1921	-11
1921	6
1921	11
1921	-11
1921	-33
1921	-11
1921	-94
1921	-50
1921	-28
1921	-17
1921	-6
1921	0
1921	-6
1921	6
1921	33
1921	22
1921	67
1921	67
1921	28
1921	39
1921	78
1921	89
1921	67
1921	50
1921	33
1921	56
1921	100
1921	44
1921	44
1921	83
1921	83
1921	67
1921	56
1921	6
1921	6
1921	44
1921	28
1921	83
1921	72
1921	17
1921	39
1921	94
1921	50
1921	39
1921	78
1921	0
1921	39
1921	89
1921	72
1921	44
1921	67
1921	33
1921	33
1921	89
1921	28
1921	61
1921	83
1921	72
1921	72
1921	122
1921	61
1921	50
1921	72
1921	-22
1921	6
1921	50
1921	6
1921	6
1921	6
1921	83
1921	89
1921	100
1921	61
1921	61
1921	78
1921	56
1921	33
1921	50
1921	-11
1921	11
1921	56
1921	33
1921	22
1921	78
1921	22
1921	94
1921	100
1921	39
1921	28
1921	50
1921	17
1921	44
1921	61
1921	33
1921	44
1921	78
1921	33
1921	56
1921	83
1921	61
1921	89
1921	139
1921	83
1921	94
1921	106
1921	61
1921	94
1921	111
1921	33
1921	44
1921	100
1921	56
1921	72
1921	122
1921	61
1921	67
1921	106
1921	11
1921	50
1921	61
1921	61
1921	83
1921	106
1921	83
1921	72
1921	100
1921	61
1921	83
1921	122
1921	83
1921	94
1921	128
1921	106
1921	111
1921	111
1921	89
1921	139
1921	183
1921	128
1921	133
1921	200
1921	111
1921	133
1921	161
1921	94
1921	111
1921	156
1921	100
1921	111
1921	167
1921	78
1921	94
1921	150
1921	33
1921	83
1921	156
1921	111
1921	106
1921	156
1921	83
1921	100
1921	156
1921	33
1921	78
1921	122
1921	83
1921	89
1921	111
1921	89
1921	94
1921	133
1921	111
1921	150
1921	194
1921	100
1921	83
1921	167
1921	83
1921	122
1921	172
1921	111
1921	139
1921	178
1921	122
1921	133
1921	194
1921	100
1921	139
1921	206
1921	128
1921	133
1921	194
1921	72
1921	100
1921	172
1921	89
1921	144
1921	194
1921	128
1921	172
1921	233
1921	139
1921	139
1921	150
1921	100
1921	117
1921	178
1921	111
1921	139
1921	183
1921	133
1921	139
1921	183
1921	144
1921	150
1921	200
1921	133
1921	183
1921	267
1921	172
1921	194
1921	267
1921	161
1921	178
1921	222
1921	139
1921	139
1921	183
1921	94
1921	133
1921	200
1921	111
1921	122
1921	183
1921	94
1921	117
1921	139
1921	106
1921	106
1921	161
1921	139
1921	122
